,Year,Month,Country,Hemisphere,Activity,Type_Norm,Sex,Age,Species,Fatal,YearRange
2326,1965,1,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,20,Unidentified,0,1960
2327,1965,1,OTHER,Northern,Diving,Unprovoked,M,30,Bronze Whaler Shark,1,1960
2328,1965,0,OTHER,Northern,Other,Unprovoked,M,0,Mako Shark,0,1960
2329,1964,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,19,Raggedtooth Shark,0,1960
2330,1964,12,PAPUA NEW GUINEA,Southern,Swimming,Unprovoked,M,28,Unidentified,0,1960
2331,1964,11,AUSTRALIA,Southern,Diving,Unprovoked,M,25,White Shark,0,1960
2332,1964,11,AUSTRALIA,Southern,Swimming,Unprovoked,M,29,Unidentified,1,1960
2333,1964,11,AUSTRALIA,Southern,Other,Provoked,M,25,White Shark,0,1960
2334,1964,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Nurse Shark,0,1960
2335,1964,9,OTHER,Northern,Swimming,Unprovoked,M,32,Unidentified,1,1960
2336,1964,9,OTHER,Northern,Swimming,Unprovoked,M,20,Unidentified,0,1960
2337,1964,8,USA,Northern,Swimming,Unprovoked,M,14,Unidentified,0,1960
2338,1964,8,MEXICO,Northern,Swimming,Unprovoked,M,19,Unidentified,0,1960
2339,1964,8,USA,Northern,Diving,Unprovoked,M,18,Unidentified,1,1960
2340,1964,8,USA,Northern,Swimming,Unprovoked,M,0,Unidentified,0,1960
2341,1964,8,USA,Northern,Other,Unprovoked,M,28,Hammerhead Shark,0,1960
2342,1964,8,OTHER,Northern,Diving,Unprovoked,M,21,Unidentified,0,1960
2343,1964,7,SOUTH AFRICA,Southern,Other,Unprovoked,M,30,Unidentified,0,1960
2344,1964,6,USA,Northern,Swimming,Unprovoked,F,29,Unidentified,1,1960
2345,1964,6,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,40,Unidentified,1,1960
2346,1964,5,OTHER,Northern,Other,Unprovoked,M,35,Tiger Shark,1,1960
2347,1964,5,OTHER,Northern,Diving,Unprovoked,M,13,Unidentified,1,1960
2348,1964,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Unidentified,0,1960
2349,1964,3,PAPUA NEW GUINEA,Southern,Diving,Unprovoked,M,32,Unidentified,1,1960
2350,1964,3,USA,Northern,Diving,Unprovoked,M,38,Unidentified,0,1960
2351,1964,2,OTHER,Northern,Other,Unprovoked,M,17,Unidentified,1,1960
2352,1964,2,NEW ZEALAND,Southern,Other,Unprovoked,M,26,White Shark,0,1960
2353,1964,2,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,25,White Shark,0,1960
2354,1964,2,NEW ZEALAND,Southern,Swimming,Unprovoked,M,19,White Shark,1,1960
2355,1964,2,AUSTRALIA,Southern,Swimming,Unprovoked,M,23,Unidentified,1,1960
2356,1964,2,USA,Northern,Swimming,Unprovoked,M,12,Hammerhead Shark,0,1960
2357,1964,1,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,39,Unidentified,0,1960
2358,1964,1,SOUTH AFRICA,Southern,Other,Unprovoked,M,17,Unidentified,0,1960
2359,1964,1,USA,Northern,Surfing,Unprovoked,M,21,White Shark,0,1960
2360,1964,1,OTHER,Northern,Swimming,Unprovoked,F,20,Unidentified,0,1960
2361,1964,1,SOUTH AFRICA,Southern,Diving,Unprovoked,M,0,Unidentified,0,1960
2362,1963,12,SOUTH AFRICA,Southern,Other,Unprovoked,F,20,Unidentified,0,1960
2363,1963,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,24,Unidentified,0,1960
2364,1963,12,AUSTRALIA,Southern,Boat,Unprovoked,M,0,Unidentified,0,1960
2365,1963,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,18,Unidentified,1,1960
2366,1963,12,SOUTH AFRICA,Southern,Other,Provoked,M,13,Unidentified,0,1960
2367,1963,12,SOUTH AFRICA,Southern,Other,Unprovoked,M,0,White Shark,0,1960
2368,1963,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,15,Unidentified,1,1960
2369,1963,12,AUSTRALIA,Southern,Other,Unprovoked,M,23,White Shark,0,1960
2370,1963,12,OTHER,Northern,Other,Unprovoked,M,22,Tiger Shark,1,1960
2371,1963,11,NEW ZEALAND,Southern,Other,Unprovoked,M,20,Unidentified,0,1960
2372,1963,11,PAPUA NEW GUINEA,Southern,Fishing,Provoked,F,18,Tiger Shark,0,1960
2373,1963,11,OTHER,Northern,Fishing,Unprovoked,F,21,Tiger Shark,0,1960
2374,1963,11,OTHER,Northern,Fishing,Unprovoked,M,25,Unidentified,0,1960
2375,1963,11,USA,Northern,Other,Provoked,M,0,Unidentified,0,1960
2376,1963,11,OTHER,Northern,Fishing,Unprovoked,M,35,Unidentified,0,1960
2377,1963,10,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,1960
2378,1963,9,OTHER,Northern,Diving,Unprovoked,M,0,White Shark,1,1960
2379,1963,9,OTHER,Northern,Fishing,Unprovoked,M,30,Unidentified,1,1960
2380,1963,9,AUSTRALIA,Southern,Surfing,Provoked,M,18,Unidentified,0,1960
2381,1963,9,USA,Northern,Other,Provoked,M,16,Nurse Shark,0,1960
2382,1963,8,OTHER,Northern,Swimming,Unprovoked,M,0,Unidentified,1,1960
2383,1963,7,OTHER,Northern,Other,Unprovoked,M,26,Tiger Shark,0,1960
2384,1963,7,USA,Northern,Swimming,Unprovoked,M,14,Unidentified,0,1960
2385,1963,7,USA,Northern,Fishing,Provoked,M,24,Unidentified,0,1960
2386,1963,6,OTHER,Northern,Swimming,Unprovoked,F,42,White Shark,1,1960
2387,1963,6,PAPUA NEW GUINEA,Southern,Fishing,Provoked,M,30,Unidentified,0,1960
2388,1963,4,USA,Northern,Swimming,Unprovoked,M,25,Unidentified,1,1960
2389,1963,4,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,15,Unidentified,0,1960
2390,1963,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,25,Unidentified,0,1960
2391,1963,4,USA,Northern,Surfing,Unprovoked,M,15,Unidentified,0,1960
2392,1963,2,AUSTRALIA,Southern,Other,Unprovoked,M,18,Bronze Whaler Shark,0,1960
2393,1963,2,OTHER,Northern,Other,Unprovoked,M,28,White Shark,0,1960
2394,1963,1,AUSTRALIA,Southern,Other,Unprovoked,F,32,Bull Shark,1,1960
2395,1963,1,AUSTRALIA,Southern,Swimming,Unprovoked,M,25,Unidentified,1,1960
2396,1963,1,NEW ZEALAND,Southern,Fishing,Provoked,unknown,14,Nurse Shark,0,1960
2397,1963,1,SOUTH AFRICA,Southern,Diving,Unprovoked,M,27,Unidentified,0,1960
2398,1963,1,SOUTH AFRICA,Southern,Other,Unprovoked,M,24,Unidentified,0,1960
2399,1962,12,SOUTH AFRICA,Southern,Diving,Provoked,M,0,Unidentified,0,1960
2400,1962,12,AUSTRALIA,Southern,Other,Unprovoked,M,16,White Shark,1,1960
2401,1962,11,AUSTRALIA,Southern,Diving,Unprovoked,M,26,Unidentified,0,1960
2402,1962,11,USA,Northern,Surfing,Unprovoked,M,24,White Shark,0,1960
2403,1962,10,SOUTH AFRICA,Southern,Other,Unprovoked,M,30,Unidentified,0,1960
2404,1962,10,MEXICO,Northern,Other,Unprovoked,M,32,Unidentified,1,1960
2405,1962,9,OTHER,Northern,Other,Unprovoked,M,24,Blacktip reef Shark,0,1960
2406,1962,9,MEXICO,Northern,Swimming,Unprovoked,M,20,Unidentified,0,1960
2407,1962,9,OTHER,Northern,Other,Unprovoked,M,28,White Shark,1,1960
2408,1962,8,PAPUA NEW GUINEA,Southern,Fishing,Provoked,M,49,Unidentified,0,1960
2409,1962,8,USA,Northern,Diving,Provoked,M,39,Unidentified,0,1960
2410,1962,8,USA,Northern,Surfing,Unprovoked,M,40,Unidentified,1,1960
2411,1962,8,USA,Northern,Other,Unprovoked,M,24,Unidentified,0,1960
2412,1962,8,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,0,Unidentified,1,1960
2413,1962,7,USA,Northern,Other,Unprovoked,M,21,Unidentified,0,1960
2414,1962,7,OTHER,Northern,Other,Provoked,M,20,Unidentified,0,1960
2415,1962,7,USA,Northern,Fishing,Provoked,M,19,Blue Shark,0,1960
2416,1962,7,USA,Northern,Surfing,Unprovoked,M,41,Unidentified,0,1960
2417,1962,7,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,1960
2418,1962,6,USA,Northern,Other,Unprovoked,M,11,Unidentified,0,1960
2419,1962,6,USA,Northern,Other,Unprovoked,M,31,Unidentified,0,1960
2420,1962,6,USA,Northern,Other,Unprovoked,M,32,Unidentified,1,1960
2421,1962,6,USA,Northern,Other,Unprovoked,M,35,Unidentified,1,1960
2422,1962,6,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,0,Bronze Whaler Shark,1,1960
2423,1962,6,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,1960
2424,1962,6,USA,Northern,Diving,Provoked,M,55,Unidentified,0,1960
2425,1962,6,USA,Northern,Diving,Unprovoked,M,31,Unidentified,0,1960
2426,1962,4,MOZAMBIQUE,Southern,Swimming,Unprovoked,M,16,Unidentified,0,1960
2427,1962,4,SOUTH AFRICA,Southern,Other,Unprovoked,M,13,Unidentified,0,1960
2428,1962,3,PAPUA NEW GUINEA,Southern,Swimming,Unprovoked,M,10,Bronze Whaler Shark,1,1960
2429,1962,2,NEW ZEALAND,Southern,Swimming,Provoked,M,15,Unidentified,0,1960
2430,1962,2,AUSTRALIA,Southern,Fishing,Unprovoked,M,0,Unidentified,0,1960
2431,1962,2,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,22,Unidentified,1,1960
2432,1962,2,SOUTH AFRICA,Southern,Other,Unprovoked,M,13,White Shark,1,1960
2433,1962,2,AUSTRALIA,Southern,Swimming,Unprovoked,M,35,Unidentified,0,1960
2434,1962,1,NEW ZEALAND,Southern,Other,Unprovoked,M,18,Unidentified,0,1960
2435,1962,1,AUSTRALIA,Southern,Other,Provoked,M,19,Bronze Whaler Shark,0,1960
2436,1962,1,SOUTH AFRICA,Southern,Fishing,Unprovoked,M,40,Unidentified,1,1960
2437,1962,1,NEW ZEALAND,Southern,Other,Unprovoked,M,44,Unidentified,0,1960
2438,1962,1,USA,Northern,Surfing,Unprovoked,M,29,White Shark,0,1960
2439,1962,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Bronze Whaler Shark,0,1960
2440,1962,1,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,24,White Shark,0,1960
2441,1962,1,NEW ZEALAND,Southern,Surfing,Unprovoked,F,54,Unidentified,0,1960
2442,1962,1,OTHER,Northern,Fishing,Unprovoked,M,57,Unidentified,0,1960
2443,1961,12,AUSTRALIA,Southern,Other,Unprovoked,F,18,Unidentified,1,1960
2444,1961,12,AUSTRALIA,Southern,Other,Unprovoked,M,24,Unidentified,0,1960
2445,1961,12,SOUTH AFRICA,Southern,Other,Unprovoked,M,18,Unidentified,0,1960
2446,1961,12,AUSTRALIA,Southern,Other,Provoked,M,23,Nurse Shark,0,1960
2447,1961,12,MOZAMBIQUE,Southern,Swimming,Unprovoked,M,20,Unidentified,0,1960
2448,1961,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,22,Unidentified,1,1960
2449,1961,12,AUSTRALIA,Southern,Swimming,Unprovoked,M,17,Unidentified,0,1960
2450,1961,9,OTHER,Northern,Swimming,Unprovoked,M,19,White Shark,1,1960
2451,1961,9,OTHER,Northern,Fishing,Provoked,M,42,Unidentified,0,1960
2452,1961,9,OTHER,Northern,Surfing,Unprovoked,M,22,White Shark,0,1960
2453,1961,9,OTHER,Northern,Diving,Unprovoked,M,0,Unidentified,0,1960
2454,1961,9,OTHER,Northern,Fishing,Provoked,M,0,Unidentified,0,1960
2455,1961,8,USA,Northern,Swimming,Unprovoked,M,16,White Shark,0,1960
2456,1961,8,USA,Northern,Other,Unprovoked,M,19,White Shark,0,1960
2457,1961,8,OTHER,Northern,Other,Unprovoked,M,22,Blacktip reef Shark,0,1960
2458,1961,8,USA,Northern,Other,Unprovoked,M,38,Unidentified,0,1960
2459,1961,7,USA,Northern,Other,Provoked,M,57,Unidentified,0,1960
2460,1961,7,OTHER,Northern,Other,Unprovoked,M,21,White Shark,0,1960
2461,1961,6,USA,Northern,Diving,Unprovoked,M,23,Unidentified,1,1960
2462,1961,6,USA,Northern,Other,Unprovoked,M,25,Unidentified,0,1960
2463,1961,6,PAPUA NEW GUINEA,Southern,Fishing,Provoked,M,19,Unidentified,0,1960
2464,1961,5,USA,Northern,Diving,Unprovoked,M,20,White Shark,0,1960
2465,1961,5,USA,Northern,Other,Unprovoked,M,52,Hammerhead Shark,0,1960
2466,1961,4,USA,Northern,Other,Unprovoked,M,10,Unidentified,1,1960
2467,1961,4,AUSTRALIA,Southern,Other,Provoked,M,0,Unidentified,0,1960
2468,1961,4,MOZAMBIQUE,Southern,Swimming,Unprovoked,M,37,Unidentified,0,1960
2469,1961,4,USA,Northern,Other,Unprovoked,M,22,Tiger Shark,0,1960
2470,1961,4,AUSTRALIA,Southern,Other,Provoked,M,21,Unidentified,0,1960
2471,1961,4,AUSTRALIA,Southern,Other,Unprovoked,M,40,Unidentified,0,1960
2472,1961,4,MOZAMBIQUE,Southern,Swimming,Unprovoked,M,38,Unidentified,1,1960
2473,1961,4,AUSTRALIA,Southern,Other,Unprovoked,M,24,Nurse Shark,0,1960
2474,1961,3,AUSTRALIA,Southern,Other,Unprovoked,M,24,Bronze Whaler Shark,0,1960
2475,1961,3,AUSTRALIA,Southern,Swimming,Unprovoked,M,24,Unidentified,0,1960
2476,1961,3,AUSTRALIA,Southern,Other,Unprovoked,M,21,White Shark,0,1960
2477,1961,3,OTHER,Northern,Diving,Unprovoked,M,33,Unidentified,0,1960
2478,1961,3,SOUTH AFRICA,Southern,Fishing,Provoked,M,44,Unidentified,0,1960
2479,1961,2,AUSTRALIA,Southern,Other,Unprovoked,F,0,Unidentified,0,1960
2480,1961,2,SOUTH AFRICA,Southern,Other,Unprovoked,M,27,Unidentified,0,1960
2481,1961,2,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,14,Unidentified,1,1960
2482,1961,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,15,White Shark,0,1960
2483,1961,1,AUSTRALIA,Southern,Other,Provoked,M,27,Unidentified,0,1960
2484,1961,1,SOUTH AFRICA,Southern,Other,Unprovoked,M,13,White Shark,0,1960
2485,1961,1,MOZAMBIQUE,Southern,Swimming,Unprovoked,M,0,Unidentified,0,1960
2486,1961,1,SOUTH AFRICA,Southern,Other,Unprovoked,M,0,Unidentified,0,1960
2487,1961,0,OTHER,Northern,Diving,Unprovoked,M,20,Unidentified,1,1960
2488,1960,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,25,White Shark,1,1960
2489,1960,12,AUSTRALIA,Southern,Diving,Unprovoked,M,33,Nurse Shark,0,1960
2490,1960,11,AUSTRALIA,Southern,Swimming,Unprovoked,M,41,Unidentified,0,1960
2491,1960,11,AUSTRALIA,Southern,Surfing,Provoked,M,17,Unidentified,0,1960
2492,1960,11,AUSTRALIA,Southern,Other,Unprovoked,M,24,Unidentified,0,1960
2493,1960,10,USA,Northern,Other,Unprovoked,M,36,Unidentified,0,1960
2494,1960,8,USA,Northern,Swimming,Unprovoked,M,25,Unidentified,0,1960
2495,1960,8,USA,Northern,Diving,Unprovoked,M,38,Unidentified,0,1960
2496,1960,8,USA,Northern,Other,Unprovoked,M,24,Unidentified,0,1960
2497,1960,8,USA,Northern,Other,Provoked,M,15,Nurse Shark,0,1960
2498,1960,8,OTHER,Northern,Other,Provoked,M,25,Unidentified,0,1960
2499,1960,8,USA,Northern,Fishing,Unprovoked,M,46,Unidentified,0,1960
2500,1960,7,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,25,Unidentified,0,1960
2501,1960,7,USA,Northern,Surfing,Provoked,M,41,Unidentified,0,1960
2502,1960,6,USA,Northern,Surfing,Provoked,M,0,Unidentified,0,1960
2503,1960,6,OTHER,Northern,Fishing,Provoked,M,18,Unidentified,0,1960
2504,1960,6,USA,Northern,Diving,Unprovoked,M,39,Mako Shark,0,1960
2505,1960,6,USA,Northern,Swimming,Unprovoked,M,24,Unidentified,0,1960
2506,1960,5,OTHER,Northern,Diving,Unprovoked,M,27,Unidentified,0,1960
2507,1960,5,OTHER,Northern,Surfing,Unprovoked,M,25,Unidentified,0,1960
2508,1960,5,USA,Northern,Swimming,Unprovoked,F,16,White Shark,0,1960
2509,1960,4,SOUTH AFRICA,Southern,Other,Unprovoked,M,16,White Shark,0,1960
2510,1960,4,USA,Northern,Surfing,Unprovoked,M,48,White Shark,0,1960
2511,1960,4,OTHER,Northern,Swimming,Unprovoked,M,0,Unidentified,1,1960
2512,1960,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,17,White Shark,0,1960
2513,1960,4,AUSTRALIA,Southern,Other,Unprovoked,M,0,Bronze Whaler Shark,0,1960
2514,1960,3,USA,Northern,Other,Unprovoked,M,42,Unidentified,0,1960
2515,1960,3,OTHER,Northern,Other,Unprovoked,M,44,Unidentified,0,1960
2516,1960,2,AUSTRALIA,Southern,Other,Unprovoked,M,0,Unidentified,0,1960
2517,1960,2,NEW ZEALAND,Southern,Other,Unprovoked,M,22,Bronze Whaler Shark,0,1960
2518,1960,2,USA,Northern,Other,Unprovoked,M,36,Unidentified,1,1960
2519,1960,2,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,26,Tiger Shark,1,1960
2520,1960,2,AUSTRALIA,Southern,Other,Provoked,M,20,Nurse Shark,0,1960
2521,1960,1,AUSTRALIA,Southern,Diving,Unprovoked,M,13,Bull Shark,1,1960
2522,1960,1,AUSTRALIA,Southern,Fishing,Provoked,M,0,Unidentified,0,1960
2523,1960,0,OTHER,Northern,Swimming,Unprovoked,M,0,Unidentified,0,1960
2524,1960,0,SOUTH AFRICA,Southern,Other,Unprovoked,F,0,Unidentified,0,1960
2525,1959,12,AUSTRALIA,Southern,Fishing,Unprovoked,unknown,0,Unidentified,0,1950
2526,1959,12,AUSTRALIA,Southern,Other,Unprovoked,M,29,Unidentified,1,1950
2527,1959,12,AUSTRALIA,Southern,Other,Provoked,M,0,Unidentified,0,1950
2528,1959,12,NEW ZEALAND,Southern,Fishing,Unprovoked,M,0,Mako Shark,0,1950
2529,1959,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Unidentified,0,1950
2530,1959,11,AUSTRALIA,Southern,Other,Unprovoked,M,17,Unidentified,0,1950
2531,1959,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Unidentified,0,1950
2532,1959,11,USA,Northern,Surfing,Unprovoked,M,21,Blue Shark,0,1950
2533,1959,10,USA,Northern,Diving,Unprovoked,M,30,White Shark,0,1950
2534,1959,10,OTHER,Northern,Other,Unprovoked,M,36,Tiger Shark,0,1950
2535,1959,9,USA,Northern,Other,Unprovoked,M,30,Hammerhead Shark,0,1950
2536,1959,8,OTHER,Northern,Surfing,Unprovoked,M,10,Unidentified,1,1950
2537,1959,8,USA,Northern,Other,Unprovoked,M,26,Unidentified,1,1950
2538,1959,8,USA,Northern,Diving,Provoked,M,32,Hammerhead Shark,0,1950
2539,1959,8,OTHER,Northern,Swimming,Unprovoked,M,0,Blue Shark,1,1950
2540,1959,8,USA,Northern,Other,Unprovoked,F,15,Unidentified,0,1950
2541,1959,7,USA,Northern,Surfing,Unprovoked,M,25,Hammerhead Shark,0,1950
2542,1959,7,OTHER,Northern,Other,Unprovoked,M,22,Blue Shark,1,1950
2543,1959,7,USA,Northern,Diving,Provoked,M,13,Nurse Shark,0,1950
2544,1959,6,USA,Northern,Diving,Unprovoked,M,33,White Shark,1,1950
2545,1959,5,SOUTH AFRICA,Southern,Other,Provoked,M,23,White Shark,0,1950
2546,1959,5,USA,Northern,Other,Unprovoked,M,18,White Shark,1,1950
2547,1959,5,USA,Northern,Other,Unprovoked,M,19,Tiger Shark,0,1950
2548,1959,4,AUSTRALIA,Southern,Diving,Unprovoked,M,43,Tiger Shark,0,1950
2549,1959,3,USA,Northern,Swimming,Unprovoked,M,13,Unidentified,0,1950
2550,1959,2,OTHER,Northern,Swimming,Unprovoked,M,15,Unidentified,1,1950
2551,1959,2,SOUTH AFRICA,Southern,Other,Unprovoked,M,14,Unidentified,0,1950
2552,1959,1,AUSTRALIA,Southern,Other,Unprovoked,M,20,Nurse Shark,0,1950
2553,1959,1,OTHER,Northern,Surfing,Unprovoked,M,57,Unidentified,0,1950
2554,1959,1,AUSTRALIA,Southern,Other,Unprovoked,M,22,Unidentified,1,1950
2555,1959,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,17,Unidentified,0,1950
2556,1959,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,18,White Shark,0,1950
2557,1959,1,MOZAMBIQUE,Southern,Swimming,Unprovoked,M,0,Unidentified,1,1950
2558,1958,12,USA,Northern,Surfing,Unprovoked,M,15,Tiger Shark,1,1950
2559,1958,12,OTHER,Northern,Other,Unprovoked,M,22,Tiger Shark,1,1950
2560,1958,11,AUSTRALIA,Southern,Swimming,Unprovoked,M,21,Unidentified,1,1950
2561,1958,9,OTHER,Northern,Other,Unprovoked,M,32,Blue Shark,1,1950
2562,1958,9,BAHAMAS,Northern,Fishing,Unprovoked,M,42,Unidentified,0,1950
2563,1958,8,OTHER,Northern,Swimming,Unprovoked,F,0,Unidentified,0,1950
2564,1958,7,USA,Northern,Swimming,Unprovoked,M,12,Tiger Shark,0,1950
2565,1958,7,USA,Northern,Swimming,Unprovoked,M,8,Tiger Shark,0,1950
2566,1958,7,OTHER,Northern,Swimming,Unprovoked,M,21,Unidentified,1,1950
2567,1958,7,OTHER,Northern,Diving,Unprovoked,M,0,Unidentified,1,1950
2568,1958,7,OTHER,Northern,Diving,Unprovoked,M,31,Unidentified,0,1950
2569,1958,7,USA,Northern,Diving,Provoked,M,20,Nurse Shark,0,1950
2570,1958,7,BAHAMAS,Northern,Other,Unprovoked,M,36,Tiger Shark,0,1950
2571,1958,6,USA,Northern,Other,Provoked,M,59,Nurse Shark,0,1950
2572,1958,6,USA,Northern,Other,Unprovoked,M,17,Tiger Shark,0,1950
2573,1958,4,USA,Northern,Diving,Provoked,M,29,Nurse Shark,0,1950
2574,1958,4,OTHER,Northern,Diving,Unprovoked,M,29,Mako Shark,0,1950
2575,1958,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,F,28,Unidentified,1,1950
2576,1958,4,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,29,Unidentified,1,1950
2577,1958,2,USA,Northern,Other,Provoked,M,18,Nurse Shark,0,1950
2578,1958,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,14,Unidentified,0,1950
2579,1958,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,0,White Shark,1,1950
2580,1957,12,SOUTH AFRICA,Southern,Other,Unprovoked,F,14,Unidentified,0,1950
2581,1957,12,SOUTH AFRICA,Southern,Diving,Unprovoked,M,20,Unidentified,0,1950
2582,1957,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,23,Unidentified,1,1950
2583,1957,12,SOUTH AFRICA,Southern,Other,Unprovoked,M,15,Unidentified,1,1950
2584,1957,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,16,Unidentified,0,1950
2585,1957,7,USA,Northern,Swimming,Unprovoked,M,57,White Shark,1,1950
2586,1957,7,AUSTRALIA,Southern,Diving,Unprovoked,M,36,Unidentified,0,1950
2587,1957,5,AUSTRALIA,Southern,Fishing,Unprovoked,M,28,Unidentified,0,1950
2588,1957,4,USA,Northern,Swimming,Unprovoked,M,25,White Shark,1,1950
2589,1957,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,15,Unidentified,0,1950
2590,1957,4,USA,Northern,Other,Provoked,M,17,Unidentified,0,1950
2591,1957,4,AUSTRALIA,Southern,Swimming,Unprovoked,M,22,Unidentified,0,1950
2592,1957,2,USA,Northern,Swimming,Unprovoked,M,0,Unidentified,0,1950
2593,1956,12,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,19,Tiger Shark,1,1950
2594,1956,12,PAPUA NEW GUINEA,Southern,Other,Unprovoked,M,16,Unidentified,1,1950
2595,1956,12,NEW ZEALAND,Southern,Fishing,Provoked,M,70,Mako Shark,0,1950
2596,1956,10,SOUTH AFRICA,Southern,Diving,Unprovoked,M,29,White Shark,0,1950
2597,1956,10,OTHER,Northern,Diving,Unprovoked,M,19,Nurse Shark,0,1950
2598,1956,9,USA,Northern,Surfing,Unprovoked,M,27,Unidentified,0,1950
2599,1956,8,PAPUA NEW GUINEA,Southern,Fishing,Unprovoked,M,34,Unidentified,1,1950
2600,1956,8,USA,Northern,Swimming,Unprovoked,M,10,White Shark,0,1950
2601,1956,8,SOUTH AFRICA,Southern,Diving,Unprovoked,M,23,Unidentified,0,1950
2602,1956,7,USA,Northern,Swimming,Provoked,M,13,Unidentified,1,1950
2603,1956,7,USA,Northern,Fishing,Provoked,M,38,Unidentified,0,1950
2604,1956,7,OTHER,Northern,Swimming,Unprovoked,M,40,White Shark,1,1950
2605,1956,7,USA,Northern,Other,Unprovoked,F,38,Unidentified,0,1950
2606,1956,7,USA,Northern,Swimming,Unprovoked,M,7,Unidentified,0,1950
2607,1956,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,26,Unidentified,1,1950
2608,1956,2,AUSTRALIA,Southern,Diving,Unprovoked,M,15,Unidentified,1,1950
2609,1956,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,25,Unidentified,0,1950
2610,1956,0,OTHER,Northern,Swimming,Unprovoked,F,15,White Shark,1,1950
2611,1955,11,PAPUA NEW GUINEA,Southern,Swimming,Unprovoked,M,8,Unidentified,0,1950
2612,1955,10,AUSTRALIA,Southern,Other,Provoked,M,28,Unidentified,0,1950
2613,1955,8,USA,Northern,Surfing,Provoked,M,25,Blue Shark,0,1950
2614,1955,8,OTHER,Northern,Swimming,Unprovoked,F,32,White Shark,1,1950
2615,1955,8,OTHER,Northern,Swimming,Unprovoked,M,28,Blue Shark,1,1950
2616,1955,7,OTHER,Northern,Other,Unprovoked,M,22,Blue Shark,1,1950
2617,1955,7,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,1950
2618,1955,5,USA,Northern,Other,Provoked,M,28,Unidentified,0,1950
2619,1955,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,22,Unidentified,1,1950
2620,1955,3,AUSTRALIA,Southern,Other,Provoked,M,25,Unidentified,0,1950
2621,1955,2,USA,Northern,Other,Unprovoked,M,19,White Shark,0,1950
2622,1955,2,AUSTRALIA,Southern,Swimming,Unprovoked,M,25,White Shark,1,1950
2623,1955,1,AUSTRALIA,Southern,Other,Unprovoked,M,13,Bronze Whaler Shark,1,1950
2624,1955,0,OTHER,Northern,Other,Unprovoked,M,12,Unidentified,0,1950
2625,1954,12,AUSTRALIA,Southern,Swimming,Unprovoked,M,23,Unidentified,1,1950
2626,1954,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,16,Unidentified,0,1950
2627,1954,11,USA,Northern,Other,Unprovoked,M,0,Blacktip reef Shark,0,1950
2628,1954,10,OTHER,Northern,Fishing,Provoked,M,62,Unidentified,0,1950
2629,1954,9,USA,Northern,Swimming,Unprovoked,M,35,Unidentified,0,1950
2630,1954,9,AUSTRALIA,Southern,Fishing,Unprovoked,M,35,Unidentified,1,1950
2631,1954,7,OTHER,Northern,Swimming,Unprovoked,M,22,Unidentified,0,1950
2632,1954,6,AUSTRALIA,Southern,Diving,Unprovoked,M,30,Unidentified,0,1950
2633,1954,2,AUSTRALIA,Southern,Swimming,Unprovoked,M,23,Unidentified,1,1950
