,Year,Month,Country,Hemisphere,Activity,Type_Norm,Sex,Age,Species,Fatal,YearRange
0,2018,6,USA,Northern,Surfing,Unprovoked,F,57,White Shark,0,2010
1,2018,6,USA,Northern,Other,Unprovoked,F,11,Unidentified,0,2010
2,2018,6,USA,Northern,Surfing,Unprovoked,M,48,Unidentified,0,2010
3,2018,6,BRAZIL,Southern,Swimming,Unprovoked,M,18,Tiger Shark,1,2010
4,2018,5,USA,Northern,Fishing,Unprovoked,M,52,Nurse Shark,0,2010
5,2018,5,USA,Northern,Other,Unprovoked,M,15,Bull Shark,0,2010
6,2018,5,USA,Northern,Other,Unprovoked,M,12,Unidentified,0,2010
7,2018,5,AUSTRALIA,Southern,Other,Provoked,M,32,Unidentified,0,2010
8,2018,5,USA,Northern,Swimming,Unprovoked,M,10,Unidentified,0,2010
9,2018,5,OTHER,Northern,Fishing,Unprovoked,M,21,Unidentified,0,2010
10,2018,5,AUSTRALIA,Southern,Other,Provoked,F,34,Nurse Shark,0,2010
11,2018,5,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,Unidentified,0,2010
12,2018,4,OTHER,Northern,Diving,Unprovoked,M,30,Tiger Shark,0,2010
13,2018,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,Unidentified,0,2010
14,2018,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,60,Unidentified,0,2010
15,2018,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,White Shark,0,2010
16,2018,4,OTHER,Northern,Fishing,Unprovoked,M,32,Tiger Shark,0,2010
17,2018,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,33,White Shark,0,2010
18,2018,4,USA,Northern,Surfing,Unprovoked,M,29,Unidentified,0,2010
19,2018,4,OTHER,Northern,Swimming,Unprovoked,M,54,Bull Shark,0,2010
20,2018,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,37,Unidentified,0,2010
21,2018,4,BAHAMAS,Northern,Surfing,Unprovoked,M,0,Tiger Shark,0,2010
22,2018,4,BRAZIL,Southern,Fishing,Unprovoked,M,56,Unidentified,0,2010
23,2018,4,BAHAMAS,Northern,Swimming,Unprovoked,M,12,Bull Shark,0,2010
24,2018,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,19,White Shark,0,2010
25,2018,3,USA,Northern,Surfing,Unprovoked,M,25,Tiger Shark,0,2010
26,2018,3,AUSTRALIA,Southern,Other,Unprovoked,M,10,Unidentified,0,2010
27,2018,3,AUSTRALIA,Southern,Swimming,Unprovoked,M,69,Unidentified,0,2010
28,2018,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,18,Unidentified,0,2010
29,2018,2,SOUTH AFRICA,Southern,Diving,Unprovoked,M,38,Blacktip reef Shark,0,2010
30,2018,2,AUSTRALIA,Southern,Swimming,Unprovoked,F,55,White Shark,0,2010
31,2018,2,AUSTRALIA,Southern,Other,Provoked,M,34,Unidentified,0,2010
32,2018,2,AUSTRALIA,Southern,Other,Unprovoked,M,35,Bull Shark,0,2010
33,2018,2,AUSTRALIA,Southern,Swimming,Unprovoked,F,0,Unidentified,0,2010
34,2018,2,BRAZIL,Southern,Fishing,Unprovoked,F,46,Unidentified,0,2010
35,2018,2,OTHER,Northern,Other,Unprovoked,M,45,Unidentified,0,2010
36,2018,2,AUSTRALIA,Southern,Other,Unprovoked,M,14,Unidentified,0,2010
37,2018,1,AUSTRALIA,Southern,Other,Unprovoked,M,18,Bull Shark,0,2010
38,2018,1,OTHER,Northern,Other,Unprovoked,M,0,Bull Shark,0,2010
39,2018,1,AUSTRALIA,Southern,Diving,Unprovoked,M,0,Unidentified,0,2010
40,2018,1,AUSTRALIA,Southern,Diving,Unprovoked,M,28,White Shark,0,2010
41,2018,1,BRAZIL,Southern,Surfing,Unprovoked,M,20,Unidentified,0,2010
42,2017,12,USA,Northern,Surfing,Unprovoked,F,54,Tiger Shark,0,2010
43,2017,12,USA,Northern,Surfing,Unprovoked,F,35,Unidentified,0,2010
44,2017,12,OTHER,Northern,Fishing,Provoked,M,24,Nurse Shark,0,2010
45,2017,11,OTHER,Northern,Diving,Unprovoked,M,26,Tiger Shark,0,2010
46,2017,11,OTHER,Northern,Diving,Unprovoked,F,49,Tiger Shark,1,2010
47,2017,11,USA,Northern,Other,Unprovoked,M,25,White Shark,0,2010
48,2017,11,USA,Northern,Surfing,Unprovoked,F,14,Unidentified,0,2010
49,2017,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,25,Unidentified,0,2010
50,2017,11,OTHER,Northern,Other,Unprovoked,M,22,Tiger Shark,1,2010
51,2017,10,AUSTRALIA,Southern,Other,Unprovoked,M,7,Unidentified,0,2010
52,2017,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,31,Unidentified,0,2010
53,2017,10,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,2010
54,2017,10,USA,Northern,Swimming,Unprovoked,F,60,Unidentified,0,2010
55,2017,10,AUSTRALIA,Southern,Other,Unprovoked,F,15,White Shark,0,2010
56,2017,10,NEW ZEALAND,Southern,Other,Unprovoked,M,0,Unidentified,0,2010
57,2017,10,USA,Northern,Swimming,Unprovoked,M,0,Spinner Shark,0,2010
58,2017,10,USA,Northern,Surfing,Unprovoked,M,54,Tiger Shark,0,2010
59,2017,10,USA,Northern,Other,Unprovoked,F,40,Unidentified,0,2010
60,2017,9,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
61,2017,9,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,White Shark,0,2010
62,2017,9,USA,Northern,Surfing,Unprovoked,M,33,Unidentified,1,2010
63,2017,9,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
64,2017,9,OTHER,Northern,Surfing,Unprovoked,M,13,Unidentified,0,2010
65,2017,9,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,2010
66,2017,9,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,2010
67,2017,9,AUSTRALIA,Southern,Surfing,Unprovoked,M,35,White Shark,0,2010
68,2017,9,OTHER,Northern,Surfing,Unprovoked,M,42,Unidentified,0,2010
69,2017,9,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,2010
70,2017,8,AUSTRALIA,Southern,Surfing,Unprovoked,M,37,White Shark,0,2010
71,2017,8,USA,Northern,Other,Unprovoked,F,3,Unidentified,0,2010
72,2017,8,OTHER,Northern,Swimming,Unprovoked,F,11,Unidentified,1,2010
73,2017,8,USA,Northern,Other,Unprovoked,M,69,White Shark,0,2010
74,2017,8,USA,Northern,Swimming,Unprovoked,M,13,Blacktip reef Shark,0,2010
75,2017,8,OTHER,Northern,Other,Unprovoked,F,20,White Shark,0,2010
76,2017,8,USA,Northern,Fishing,Provoked,M,34,Unidentified,0,2010
77,2017,8,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
78,2017,7,USA,Northern,Surfing,Unprovoked,M,15,Unidentified,0,2010
79,2017,7,USA,Northern,Swimming,Unprovoked,M,10,Unidentified,1,2010
80,2017,7,OTHER,Northern,Surfing,Unprovoked,M,37,Unidentified,0,2010
81,2017,7,OTHER,Northern,Swimming,Unprovoked,F,0,Blue Shark,0,2010
82,2017,7,USA,Northern,Other,Unprovoked,F,40,Unidentified,0,2010
83,2017,7,USA,Northern,Other,Unprovoked,M,40,White Shark,0,2010
84,2017,7,USA,Northern,Other,Unprovoked,M,50,White Shark,0,2010
85,2017,7,USA,Northern,Surfing,Unprovoked,M,0,White Shark,0,2010
86,2017,7,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
87,2017,7,USA,Northern,Swimming,Unprovoked,M,46,Bull Shark,0,2010
88,2017,7,MEXICO,Northern,Fishing,Provoked,M,32,Tiger Shark,0,2010
89,2017,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,F,13,White Shark,0,2010
90,2017,6,USA,Northern,Swimming,Unprovoked,F,14,Bull Shark,0,2010
91,2017,6,REUNION,Southern,Surfing,Unprovoked,M,34,Bull Shark,0,2010
92,2017,6,OTHER,Northern,Swimming,Unprovoked,M,82,Unidentified,0,2010
93,2017,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,48,White Shark,0,2010
94,2017,6,AUSTRALIA,Southern,Surfing,Unprovoked,F,0,Unidentified,0,2010
95,2017,6,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,2010
96,2017,6,OTHER,Northern,Surfing,Unprovoked,M,30,Unidentified,0,2010
97,2017,6,BAHAMAS,Northern,Other,Unprovoked,F,32,Tiger Shark,0,2010
98,2017,5,USA,Northern,Other,Provoked,F,20,Unidentified,0,2010
99,2017,5,USA,Northern,Other,Unprovoked,M,0,Tiger Shark,0,2010
100,2017,5,OTHER,Northern,Other,Unprovoked,M,41,Unidentified,0,2010
101,2017,5,AUSTRALIA,Southern,Other,Provoked,M,29,Unidentified,0,2010
102,2017,5,MEXICO,Northern,Other,Unprovoked,M,33,Unidentified,1,2010
103,2017,5,USA,Northern,Surfing,Unprovoked,F,18,Unidentified,1,2010
104,2017,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,14,Unidentified,0,2010
105,2017,4,USA,Northern,Surfing,Unprovoked,F,33,Unidentified,0,2010
106,2017,4,REUNION,Southern,Surfing,Unprovoked,M,28,Unidentified,1,2010
107,2017,4,NEW ZEALAND,Southern,Surfing,Unprovoked,F,0,Unidentified,0,2010
108,2017,4,OTHER,Northern,Other,Unprovoked,F,40,Unidentified,0,2010
109,2017,4,AUSTRALIA,Southern,Surfing,Unprovoked,F,17,White Shark,1,2010
110,2017,4,USA,Northern,Surfing,Unprovoked,M,28,Tiger Shark,0,2010
111,2017,4,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,2010
112,2017,4,USA,Northern,Surfing,Unprovoked,F,35,Unidentified,0,2010
113,2017,4,USA,Northern,Surfing,Unprovoked,F,10,Unidentified,0,2010
114,2017,4,USA,Northern,Swimming,Unprovoked,F,21,Unidentified,0,2010
115,2017,4,USA,Northern,Swimming,Unprovoked,F,51,Unidentified,0,2010
116,2017,4,AUSTRALIA,Southern,Other,Unprovoked,M,39,Unidentified,0,2010
117,2017,4,USA,Northern,Swimming,Unprovoked,F,17,Bull Shark,0,2010
118,2017,3,USA,Northern,Surfing,Unprovoked,M,58,Unidentified,0,2010
119,2017,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,30,Unidentified,0,2010
120,2017,3,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
121,2017,3,OTHER,Northern,Other,Unprovoked,M,25,Unidentified,0,2010
122,2017,2,AUSTRALIA,Southern,Other,Unprovoked,F,0,Bull Shark,0,2010
123,2017,2,AUSTRALIA,Southern,Other,Unprovoked,M,26,Unidentified,0,2010
124,2017,2,USA,Northern,Swimming,Unprovoked,M,22,Unidentified,0,2010
125,2017,2,BRAZIL,Southern,Other,Provoked,F,0,Nurse Shark,0,2010
126,2017,1,BRAZIL,Southern,Swimming,Unprovoked,M,21,Unidentified,0,2010
127,2017,1,AUSTRALIA,Southern,Diving,Unprovoked,M,55,Bull Shark,0,2010
128,2017,1,AUSTRALIA,Southern,Swimming,Unprovoked,M,57,Unidentified,0,2010
129,2017,1,OTHER,Northern,Surfing,Unprovoked,M,48,Bull Shark,0,2010
130,2017,1,USA,Northern,Other,Unprovoked,M,47,Unidentified,0,2010
131,2017,1,AUSTRALIA,Southern,Other,Unprovoked,M,20,Unidentified,1,2010
132,2016,12,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,2010
133,2016,12,AUSTRALIA,Southern,Other,Unprovoked,F,0,Unidentified,0,2010
134,2016,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,55,White Shark,0,2010
135,2016,12,AUSTRALIA,Southern,Diving,Unprovoked,M,61,Unidentified,0,2010
136,2016,12,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,1,2010
137,2016,12,AUSTRALIA,Southern,Surfing,Provoked,M,20,Unidentified,0,2010
138,2016,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,65,White Shark,0,2010
139,2016,11,AUSTRALIA,Southern,Fishing,Provoked,M,73,Unidentified,0,2010
140,2016,11,USA,Northern,Swimming,Unprovoked,F,58,Tiger Shark,0,2010
141,2016,10,USA,Northern,Surfing,Unprovoked,M,41,Unidentified,0,2010
142,2016,10,USA,Northern,Surfing,Unprovoked,M,42,Unidentified,0,2010
143,2016,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,36,Unidentified,0,2010
144,2016,10,USA,Northern,Surfing,Unprovoked,M,36,Unidentified,0,2010
145,2016,10,USA,Northern,Other,Unprovoked,F,66,Unidentified,0,2010
146,2016,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,25,Unidentified,0,2010
147,2016,10,USA,Northern,Surfing,Unprovoked,M,29,Unidentified,0,2010
148,2016,10,USA,Northern,Surfing,Unprovoked,M,21,Unidentified,0,2010
149,2016,10,USA,Northern,Surfing,Unprovoked,M,32,Unidentified,0,2010
150,2016,9,AUSTRALIA,Southern,Surfing,Unprovoked,M,17,White Shark,0,2010
151,2016,9,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,2010
152,2016,9,USA,Northern,Surfing,Unprovoked,M,36,Unidentified,0,2010
153,2016,9,USA,Northern,Surfing,Unprovoked,M,43,Unidentified,0,2010
154,2016,9,USA,Northern,Surfing,Unprovoked,M,43,Unidentified,0,2010
155,2016,9,USA,Northern,Other,Unprovoked,M,0,Unidentified,0,2010
156,2016,9,USA,Northern,Swimming,Unprovoked,F,51,Tiger Shark,0,2010
157,2016,9,OTHER,Northern,Surfing,Unprovoked,M,50,Unidentified,1,2010
158,2016,9,USA,Northern,Surfing,Unprovoked,F,12,Unidentified,0,2010
159,2016,9,USA,Northern,Other,Unprovoked,M,22,White Shark,0,2010
160,2016,8,USA,Northern,Surfing,Unprovoked,M,25,Bull Shark,0,2010
161,2016,8,USA,Northern,Surfing,Unprovoked,M,37,Unidentified,0,2010
162,2016,8,REUNION,Southern,Surfing,Unprovoked,M,20,Bull Shark,0,2010
163,2016,8,USA,Northern,Other,Unprovoked,M,49,Unidentified,0,2010
164,2016,8,USA,Northern,Surfing,Unprovoked,M,21,Tiger Shark,0,2010
165,2016,8,USA,Northern,Surfing,Unprovoked,M,22,Blacktip reef Shark,0,2010
166,2016,7,OTHER,Northern,Swimming,Unprovoked,M,40,Blue Shark,0,2010
167,2016,7,USA,Northern,Other,Provoked,M,43,Nurse Shark,0,2010
168,2016,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,18,Unidentified,0,2010
169,2016,7,OTHER,Northern,Surfing,Unprovoked,M,29,Unidentified,0,2010
170,2016,7,AUSTRALIA,Southern,Fishing,Provoked,M,31,Unidentified,0,2010
171,2016,7,USA,Northern,Surfing,Unprovoked,F,9,Unidentified,0,2010
172,2016,7,USA,Northern,Surfing,Unprovoked,M,61,White Shark,0,2010
173,2016,7,OTHER,Northern,Other,Unprovoked,F,10,Unidentified,0,2010
174,2016,7,USA,Northern,Fishing,Provoked,M,59,Unidentified,0,2010
175,2016,7,USA,Northern,Swimming,Unprovoked,F,42,Unidentified,0,2010
176,2016,7,AUSTRALIA,Southern,Fishing,Provoked,M,34,Nurse Shark,0,2010
177,2016,6,USA,Northern,Other,Unprovoked,M,35,Unidentified,0,2010
178,2016,6,USA,Northern,Surfing,Unprovoked,M,11,Unidentified,0,2010
179,2016,6,OTHER,Northern,Diving,Unprovoked,M,59,Caribbean Reef Shark,0,2010
180,2016,6,SOUTH AFRICA,Southern,Other,Unprovoked,M,43,White Shark,0,2010
181,2016,6,USA,Northern,Swimming,Unprovoked,M,42,Unidentified,0,2010
182,2016,6,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
183,2016,6,AUSTRALIA,Southern,Other,Provoked,M,19,Unidentified,0,2010
184,2016,6,USA,Northern,Swimming,Unprovoked,F,6,Unidentified,0,2010
185,2016,6,USA,Northern,Other,Unprovoked,M,19,Unidentified,0,2010
186,2016,6,USA,Northern,Surfing,Unprovoked,M,27,Unidentified,1,2010
187,2016,6,USA,Northern,Swimming,Unprovoked,M,64,Unidentified,0,2010
188,2016,6,AUSTRALIA,Southern,Diving,Unprovoked,F,60,Unidentified,1,2010
189,2016,6,OTHER,Northern,Swimming,Unprovoked,M,23,Mako Shark,0,2010
190,2016,6,OTHER,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
191,2016,5,AUSTRALIA,Southern,Surfing,Unprovoked,M,29,White Shark,1,2010
192,2016,5,USA,Northern,Swimming,Unprovoked,F,52,Unidentified,0,2010
193,2016,5,USA,Northern,Swimming,Unprovoked,M,13,Unidentified,0,2010
194,2016,5,USA,Northern,Swimming,Unprovoked,F,57,Unidentified,0,2010
195,2016,5,USA,Northern,Swimming,Unprovoked,F,22,Bull Shark,0,2010
196,2016,5,USA,Northern,Swimming,Unprovoked,F,11,Unidentified,0,2010
197,2016,5,USA,Northern,Swimming,Unprovoked,M,48,Blacktip reef Shark,0,2010
198,2016,5,USA,Northern,Other,Provoked,F,23,Nurse Shark,0,2010
199,2016,5,USA,Northern,Swimming,Unprovoked,M,59,Unidentified,0,2010
200,2016,5,NEW ZEALAND,Southern,Fishing,Provoked,M,39,Mako Shark,0,2010
201,2016,4,OTHER,Northern,Surfing,Unprovoked,M,24,Bull Shark,0,2010
202,2016,4,USA,Northern,Surfing,Unprovoked,M,15,Unidentified,0,2010
203,2016,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,0,White Shark,0,2010
204,2016,4,AUSTRALIA,Southern,Swimming,Unprovoked,M,12,Unidentified,0,2010
205,2016,4,OTHER,Northern,Other,Provoked,M,22,Unidentified,0,2010
206,2016,4,OTHER,Northern,Other,Provoked,M,26,Unidentified,0,2010
207,2016,4,USA,Northern,Other,Unprovoked,M,26,Bull Shark,0,2010
208,2016,4,OTHER,Northern,Other,Unprovoked,F,69,Tiger Shark,1,2010
209,2016,4,USA,Northern,Fishing,Unprovoked,M,34,Unidentified,0,2010
210,2016,3,USA,Northern,Other,Unprovoked,F,46,Unidentified,0,2010
211,2016,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,22,Unidentified,0,2010
212,2016,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,41,Unidentified,0,2010
213,2016,3,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,2010
214,2016,3,AUSTRALIA,Southern,Fishing,Unprovoked,M,0,Bronze Whaler Shark,0,2010
215,2016,3,BRAZIL,Southern,Swimming,Unprovoked,M,41,Tiger Shark,0,2010
216,2016,2,OTHER,Northern,Surfing,Unprovoked,M,21,Unidentified,0,2010
217,2016,2,OTHER,Northern,Other,Unprovoked,M,31,Unidentified,0,2010
218,2016,2,AUSTRALIA,Southern,Other,Unprovoked,F,45,Unidentified,0,2010
219,2016,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,40,Unidentified,0,2010
220,2016,2,BRAZIL,Southern,Swimming,Unprovoked,M,41,Tiger Shark,0,2010
221,2016,1,USA,Northern,Surfing,Unprovoked,M,0,Unidentified,0,2010
222,2016,1,USA,Northern,Surfing,Unprovoked,F,15,Unidentified,0,2010
223,2016,1,USA,Northern,Other,Unprovoked,M,0,Bull Shark,0,2010
224,2016,1,USA,Northern,Surfing,Unprovoked,M,48,Tiger Shark,0,2010
225,2016,1,AUSTRALIA,Southern,Other,Unprovoked,M,11,Blacktip reef Shark,0,2010
226,2016,1,AUSTRALIA,Southern,Other,Unprovoked,M,31,Unidentified,0,2010
227,2015,12,SOUTH AFRICA,Southern,Other,Unprovoked,M,0,White Shark,0,2010
228,2015,12,OTHER,Northern,Swimming,Unprovoked,F,38,Unidentified,0,2010
229,2015,12,USA,Northern,Surfing,Unprovoked,M,71,Unidentified,0,2010
230,2015,12,AUSTRALIA,Southern,Surfing,Unprovoked,M,43,Bronze Whaler Shark,0,2010
231,2015,12,BRAZIL,Southern,Diving,Unprovoked,M,32,Tiger Shark,0,2010
232,2015,12,BAHAMAS,Northern,Other,Unprovoked,M,26,Bull Shark,0,2010
233,2015,12,SOUTH AFRICA,Southern,Swimming,Unprovoked,F,22,Unidentified,0,2010
234,2015,11,OTHER,Northern,Other,Unprovoked,M,55,Unidentified,0,2010
235,2015,11,USA,Northern,Surfing,Unprovoked,M,28,Spinner Shark,0,2010
236,2015,11,AUSTRALIA,Southern,Surfing,Unprovoked,M,20,Bull Shark,0,2010
237,2015,12,USA,Northern,Surfing,Unprovoked,F,9,Unidentified,1,2010
238,2015,11,USA,Northern,Swimming,Unprovoked,M,54,Unidentified,0,2010
239,2015,11,USA,Northern,Other,Unprovoked,F,28,Unidentified,0,2010
240,2015,11,MOZAMBIQUE,Southern,Fishing,Unprovoked,M,19,Unidentified,0,2010
241,2015,10,USA,Northern,Surfing,Unprovoked,M,10,Unidentified,0,2010
242,2015,10,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,42,White Shark,0,2010
243,2015,10,USA,Northern,Surfing,Unprovoked,M,21,Unidentified,0,2010
244,2015,10,USA,Northern,Surfing,Unprovoked,M,21,Spinner Shark,0,2010
245,2015,10,USA,Northern,Surfing,Unprovoked,M,32,Unidentified,1,2010
246,2015,10,USA,Northern,Swimming,Unprovoked,M,44,Tiger Shark,0,2010
247,2015,10,USA,Northern,Other,Unprovoked,M,0,Hammerhead Shark,0,2010
248,2015,10,USA,Northern,Surfing,Unprovoked,F,9,Unidentified,0,2010
249,2015,10,USA,Northern,Surfing,Unprovoked,M,25,Tiger Shark,0,2010
250,2015,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,18,Unidentified,0,2010
251,2015,10,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,2010
252,2015,10,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,2010
253,2015,10,USA,Northern,Surfing,Unprovoked,M,14,Blacktip reef Shark,0,2010
254,2015,9,USA,Northern,Surfing,Unprovoked,M,22,Blacktip reef Shark,0,2010
255,2015,9,AUSTRALIA,Southern,Other,Unprovoked,F,7,Unidentified,0,2010
256,2015,9,USA,Northern,Other,Unprovoked,M,0,White Shark,0,2010
257,2015,9,USA,Northern,Surfing,Unprovoked,M,14,Unidentified,0,2010
258,2015,9,USA,Northern,Other,Unprovoked,M,27,Tiger Shark,0,2010
259,2015,9,USA,Northern,Other,Unprovoked,M,12,Unidentified,0,2010
260,2015,9,USA,Northern,Fishing,Unprovoked,M,16,Unidentified,0,2010
261,2015,9,USA,Northern,Surfing,Unprovoked,M,20,Unidentified,0,2010
262,2015,9,AUSTRALIA,Southern,Surfing,Unprovoked,M,42,Unidentified,0,2010
263,2015,9,USA,Northern,Surfing,Unprovoked,F,50,White Shark,0,2010
264,2015,9,USA,Northern,Other,Provoked,M,29,Hammerhead Shark,0,2010
265,2015,9,AUSTRALIA,Southern,Surfing,Unprovoked,M,62,White Shark,0,2010
266,2015,9,OTHER,Northern,Other,Unprovoked,F,37,Unidentified,0,2010
267,2015,8,USA,Northern,Surfing,Unprovoked,F,54,White Shark,0,2010
268,2015,8,USA,Northern,Surfing,Unprovoked,M,21,White Shark,0,2010
269,2015,8,AUSTRALIA,Southern,Surfing,Unprovoked,M,38,Unidentified,0,2010
270,2015,8,USA,Northern,Surfing,Unprovoked,M,15,Unidentified,0,2010
271,2015,8,USA,Northern,Other,Unprovoked,F,10,Unidentified,0,2010
272,2015,8,USA,Northern,Other,Unprovoked,M,22,White Shark,0,2010
273,2015,8,OTHER,Northern,Swimming,Unprovoked,M,10,Unidentified,1,2010
274,2015,8,USA,Northern,Other,Provoked,M,57,Hammerhead Shark,0,2010
275,2015,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,52,White Shark,0,2010
276,2015,7,USA,Northern,Surfing,Unprovoked,M,25,Blacktip reef Shark,0,2010
277,2015,7,USA,Northern,Swimming,Unprovoked,F,35,Unidentified,1,2010
278,2015,7,AUSTRALIA,Southern,Diving,Unprovoked,M,46,White Shark,1,2010
279,2015,7,USA,Northern,Other,Provoked,M,31,Mako Shark,0,2010
280,2015,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,40,Bronze Whaler Shark,0,2010
281,2015,7,REUNION,Southern,Surfing,Unprovoked,M,45,Bull Shark,0,2010
282,2015,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,34,White Shark,0,2010
283,2015,0,USA,Northern,Surfing,Unprovoked,M,38,White Shark,0,2010
284,2015,7,BAHAMAS,Northern,Other,Unprovoked,F,23,Unidentified,0,2010
285,2015,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,52,White Shark,0,2010
286,2015,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,32,White Shark,0,2010
287,2015,7,USA,Northern,Swimming,Unprovoked,M,68,Unidentified,0,2010
288,2015,6,USA,Northern,Other,Unprovoked,M,12,Unidentified,0,2010
289,2015,6,USA,Northern,Swimming,Unprovoked,M,18,Bull Shark,0,2010
290,2015,6,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,19,White Shark,0,2010
291,2015,6,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,23,White Shark,0,2010
292,2015,6,USA,Northern,Other,Unprovoked,M,43,Unidentified,0,2010
293,2015,6,AUSTRALIA,Southern,Swimming,Provoked,M,19,Unidentified,0,2010
294,2015,6,USA,Northern,Surfing,Unprovoked,M,47,Unidentified,0,2010
295,2015,6,USA,Northern,Swimming,Unprovoked,M,6,Tiger Shark,0,2010
296,2015,6,AUSTRALIA,Southern,Surfing,Unprovoked,F,37,White Shark,0,2010
297,2015,6,USA,Northern,Other,Unprovoked,M,9,Unidentified,0,2010
298,2015,6,OTHER,Northern,Other,Unprovoked,M,36,Unidentified,0,2010
299,2015,6,USA,Northern,Swimming,Unprovoked,M,10,Unidentified,0,2010
300,2015,6,USA,Northern,Other,Unprovoked,M,16,Bull Shark,0,2010
301,2015,6,USA,Northern,Other,Unprovoked,F,12,Bull Shark,0,2010
302,2015,6,USA,Northern,Surfing,Unprovoked,F,13,Unidentified,0,2010
303,2015,6,USA,Northern,Other,Unprovoked,M,11,Bull Shark,0,2010
304,2015,6,USA,Northern,Other,Unprovoked,F,17,Nurse Shark,0,2010
305,2015,6,REUNION,Southern,Surfing,Unprovoked,M,47,Bull Shark,0,2010
306,2015,5,USA,Northern,Other,Unprovoked,F,14,Unidentified,0,2010
307,2015,5,USA,Northern,Other,Unprovoked,F,19,Unidentified,0,2010
308,2015,5,OTHER,Northern,Other,Unprovoked,M,19,Unidentified,0,2010
309,2015,5,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,2010
310,2015,5,USA,Northern,Other,Unprovoked,M,30,Unidentified,0,2010
311,2015,5,OTHER,Northern,Other,Unprovoked,M,50,Bull Shark,1,2010
312,2015,5,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,White Shark,0,2010
313,2015,5,SOUTH AFRICA,Southern,Diving,Unprovoked,M,29,White Shark,0,2010
314,2015,4,USA,Northern,Other,Unprovoked,F,65,Unidentified,1,2010
315,2015,4,USA,Northern,Other,Unprovoked,M,63,Unidentified,0,2010
316,2015,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,26,White Shark,0,2010
317,2015,4,AUSTRALIA,Southern,Surfing,Unprovoked,M,71,White Shark,0,2010
318,2015,4,USA,Northern,Other,Unprovoked,M,48,Blue Shark,0,2010
319,2015,4,REUNION,Southern,Surfing,Unprovoked,M,13,Bull Shark,1,2010
320,2015,4,USA,Northern,Other,Unprovoked,M,70,Bull Shark,0,2010
321,2015,3,BRAZIL,Southern,Surfing,Unprovoked,M,23,Unidentified,1,2010
322,2015,3,SOUTH AFRICA,Southern,Other,Unprovoked,M,36,White Shark,0,2010
323,2015,3,OTHER,Northern,Swimming,Unprovoked,M,52,Mako Shark,1,2010
